----------------------------798113519267437308992675
Content-Disposition: form-data; name="file"; filename="transactions.csv"
Content-Type: text/csv

Date,Description,Original Description,Amount,Type,Parent Category,Category,Account,Tags,Memo,Pending
9/18/24,Amazon,AMAZON MKTPL*2D41X51I3,28.91,Debit,Shopping,Shopping,Chase Freedom,,,false
9/18/24,Mobile Deposit,Deposit - Mobile Banking,19.41,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
9/18/24,Mobile Deposit,Deposit - Mobile Banking,5,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
9/18/24,Trader Joe's,TRADER JOE S #300,54.64,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/17/24,Amazon,AMZN Mktp US*ZL1ZG8WC3,65.57,Debit,Shopping,Shopping,Chase Freedom,,,false
9/16/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,112,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
9/15/24,VSP Vision Care,VSP 800-785-0699,22.11,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
9/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
9/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
9/14/24,Black Hawk,HI MARKET BLACK HAWK,16.44,Debit,Uncategorized,Uncategorized,Chase Sapphire Preferred,,,false
9/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
9/14/24,Loaf 'N Jug,LOAF N JUG 0081,8.04,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
9/14/24,Convivio Cafe,SQ *CONVIVIO CAFE,9.53,Debit,Food & Dining,Food & Dining,Chase Freedom,,,false
9/13/24,Teller Ele Order,TELLER ELE* ORDER 0687,200,Debit,Travel,Travel,Chase Freedom,,,false
9/13/24,Burger Bus Trailer,SQ *BURGER BUS TRAILER,20.39,Debit,Food & Dining,Food & Dining,Chase Sapphire Preferred,,,false
9/13/24,Food Truck Avenue,SQ *FOOD TRUCK AVENUE,33.6,Debit,Food & Dining,Food & Dining,Chase Freedom,,,false
9/13/24,The Walkign Taco,SQ *THE WALKIGN TACO,21.38,Debit,Food & Dining,Fast Food,Chase Freedom,,,false
9/13/24,Kona Ice,SQ *KONA ICE 5280,18.63,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
9/13/24,King Soopers,KING SOOPERS #5124,125.32,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/13/24,Enterprise Coworking,ENTERPRISE COWORKING,5,Debit,Travel,Rental Car & Taxi,Chase Sapphire Preferred,,,false
9/13/24,Trader Joe's,TRADER JOE S #300,68.13,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/13/24,Acelab,External Deposit - ACELAB  - PAYROLL,3746.4,Credit,Income,Paycheck,6554 * Member Advantage Checking,,ACELAB  - PAYROLL ,false
9/12/24,Amazon,AMAZON MKTPL*Z87CT3341,27.36,Debit,Shopping,Shopping,Chase Freedom,,,false
9/12/24,Amazon,AMAZON MKTPL*OY4M254O3,37.25,Debit,Shopping,Shopping,Chase Freedom,,,false
9/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,64.9,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
9/11/24,Amazon,Amazon.com*Z83LL3FK1,16.8,Debit,Shopping,Shopping,Chase Freedom,,,false
9/11/24,Amazon,AMAZON MKTPL*OY4H592C3,112.49,Debit,Shopping,Shopping,Chase Freedom,,,false
9/11/24,Amazon,AMAZON MKTPL*G71LH65E3,50.4,Debit,Shopping,Shopping,Chase Freedom,,,false
9/11/24,The French Press,TST*THE FRENCH PRESS - D,4.45,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
9/11/24,Bang Salon Park Hill,BANG SALON @ PARK HILL,108,Debit,Personal Care,Hair,Chase Freedom,,,false
9/11/24,Amazon,AMAZON MKTPL*Z84TE70L0,117.89,Debit,Shopping,Shopping,Chase Freedom,,,false
9/11/24,Vail Ski Pass,VAIL SKI PASS & RC,682,Debit,Health & Fitness,Sports,Chase Freedom,,,false
9/11/24,Honey Hill Cafe,SQ *HONEY HILL CAFE,16.33,Debit,Food & Dining,Food & Dining,Chase Freedom,,,false
9/11/24,MyEyeDr.,MYEYEDR 350636 CO-DOWNTWN,245.24,Debit,Health & Fitness,Eyecare,Chase Freedom,,,false
9/10/24,Flyteco Brewing,FlyteCo Brewing,3.84,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
9/10/24,Safeway,SAFEWAY #2246,25.39,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/9/24,King Soopers,KING SOOPERS #5124,71.54,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/9/24,Amazon,AMAZON MKTPL*ZT7SG5771,13.3,Debit,Shopping,Shopping,Chase Freedom,,,false
9/9/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
9/9/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
9/9/24,Trader Joe's,TRADER JOE S #300,110.72,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/9/24,King Soopers,KING SOOPERS #0724 FUEL,32.21,Debit,Auto & Transport,Gas,Chase Freedom,,,false
9/7/24,Flights Wine Cafe,TST* FLIGHTS WINE CAFE,10,Debit,Food & Dining,Alcohol & Bars,Chase Freedom,,,false
9/6/24,Leven Deli,TST* LEVEN DELI,24.68,Debit,Food & Dining,Food & Dining,Chase Sapphire Preferred,,,false
9/6/24,King Soopers,KING SOOPERS #5124,66.56,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/6/24,Trader Joe's,TRADER JOE S #300,21.99,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/6/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,117.47,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
9/5/24,Walmart,WALMART.COM,916.23,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
9/4/24,Amazon,Amazon.com*ZT7Z60ZG0,25,Debit,Shopping,Shopping,Chase Freedom,,,false
9/4/24,Mudd House Mercantile,MUDD HOUSE MERCANTILE,20.62,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/4/24,Amazon,Amazon.com*ZT50K5J21,258.73,Debit,Shopping,Shopping,Chase Freedom,,,false
9/4/24,Amazon,AMAZON MKTPL*ZT7Y37B32,20.19,Debit,Shopping,Shopping,Chase Freedom,,,false
9/3/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,266.5,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
9/3/24,Cigna,CIGNA 877 484 5967,37.01,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
9/3/24,Trader Joe's,TRADER JOE S #300,78.53,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/3/24,King Soopers,KING SOOPERS #0724 FUEL,54.99,Debit,Auto & Transport,Gas,Chase Freedom,,,false
9/3/24,King Soopers,KING SOOPERS #5124,75.8,Debit,Food & Dining,Groceries,Chase Freedom,,,false
9/3/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
9/1/24,King Soopers,KING SOOPERS #0124,11.94,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
9/1/24,The Home Depot,THE HOME DEPOT #1526,21.44,Debit,Home,Home Improvement,Chase Sapphire Preferred,,,false
9/1/24,Safeway,SAFEWAY #2246,31.02,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
9/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
9/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
9/1/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,266.5,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
8/31/24,Scrumptious Arvada,SQ *SCRUMPTIOUS ARVADA,13.97,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
8/31/24,Lady Nomada Arvada,TST*LADY NOMADA - ARVADA,58.56,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
8/31/24,Walmart,WAL-MART #4284,50.18,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/30/24,Epic Hosp & Clinic,DH EPIC HOSP & CLINIC,20,Credit,Health & Fitness,Doctor,Chase Sapphire Preferred,,,false
8/30/24,Starbucks,STARBUCKS STORE 06342,6.35,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
8/30/24,Acelab,External Deposit - ACELAB  - PAYROLL,2620.11,Credit,Income,Paycheck,6554 * Member Advantage Checking,,ACELAB  - PAYROLL ,false
8/29/24,Urban Autocare N High,URBAN AUTOCARE - N HIGH,33.26,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
8/28/24,Amazon,AMAZON MKTPL*RK0JD95G2,31.83,Debit,Shopping,Shopping,Chase Freedom,,,false
8/28/24,Amazon,Amazon.com*RK9456FL1,43.8,Debit,Shopping,Shopping,Chase Freedom,,,false
8/28/24,King Soopers,KING SOOPERS #5124,82.05,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/28/24,Store,05 JPM STORE,110,Debit,Auto & Transport,Service & Parts,Chase Freedom,,,false
8/28/24,Trader Joe's,TRADER JOE S #300,138.84,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/27/24,Act Denver Parks,ACT*Denver Parks &,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
8/27/24,Southwest Airlines,SOUTHWES    XXXXXXXXX9029,11.2,Debit,Travel,Air Travel,Chase Freedom,,,false
8/27/24,Southwest Airlines,SOUTHWES    XXXXXXXXX1264,33.6,Debit,Travel,Air Travel,Chase Freedom,,,false
8/27/24,Safeway,SAFEWAY #2246,16.99,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/26/24,Transfer From Xxxxxx1864,Deposit - Online Banking Transfer from XXXXXX1864 CK,2100,Credit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer from XXXXXX1864 CK,false
8/26/24,Transfer to Checking Account 6554,Withdrawal - Online Banking Transfer To XXXXXX6554 CK,2100,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer To XXXXXX6554 CK,false
8/26/24,Amazon,AMAZON MKTPL*R44S08QR0,11.01,Debit,Shopping,Shopping,Chase Freedom,,,false
8/26/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
8/26/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
8/25/24,King Soopers,KING SOOPERS #5124,111.48,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/25/24,Do My Own,DO MY OWN,25.94,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
8/25/24,Amazon,AMAZON MKTPL*R45CC7MV0,28.08,Debit,Shopping,Shopping,Chase Freedom,,,false
8/25/24,Nicki K Media,NICKI K MEDIA - FRW,47,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
8/25/24,Amazon,AMAZON MKTPLACE PMTS,18.49,Credit,Shopping,Shopping,Chase Freedom,,,false
8/25/24,Amazon,AMAZON MKTPLACE PMTS,10.87,Credit,Shopping,Shopping,Chase Freedom,,,false
8/25/24,King Soopers,KING SOOPERS #0724 FUEL,41.31,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
8/24/24,Interest Income,Dividend/Interest,1.64,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
8/24/24,Interest Income,Dividend/Interest,2.33,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
8/23/24,Alipay,PAYPAL *ALIPAYUSINC,13.14,Debit,Business Services,Business Services,Chase Freedom,,,false
8/22/24,Edgewater Beer Garde,TST* EDGEWATER BEER GARDE,8.28,Debit,Food & Dining,Alcohol & Bars,Chase Sapphire Preferred,,,false
8/22/24,Amazon,AMAZON MKTPL*R456S0OH0,65.18,Debit,Shopping,Shopping,Chase Freedom,,,false
8/21/24,Dorian Studio Inc,DORIAN STUDIO. INC,44,Debit,Shopping,Shopping,Chase Freedom,,,false
8/21/24,Target,TARGET        XXXX2251,15.98,Debit,Gifts & Donations,Gift,Chase Sapphire Preferred,,,false
8/21/24,Trader Joe's,TRADER JOE S #300,87.58,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/21/24,The Navigators,External Withdrawal - THE NAVIGATORS 8192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 8192024R - DONOR EFT ,false
8/20/24,Safeway,SAFEWAY #2246,11.76,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/20/24,Amazon,AMAZON MKTPL*RU9DD1SV0,25.25,Debit,Shopping,Shopping,Chase Freedom,,,false
8/20/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,6007.99,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
8/20/24,Acelab,External Deposit - ACELAB  - BVC,0.01,Credit,Income,Income,6554 * Member Advantage Checking,,ACELAB  - BVC ,false
8/19/24,Mobile Deposit,Deposit - Mobile Banking,659.43,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
8/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,6007.99,Credit,Transfer,Transfer,Chase Freedom,,,false
8/18/24,Amazon,AMAZON MKTPL*RU2UL2I52,48.33,Debit,Shopping,Shopping,Chase Freedom,,,false
8/18/24,Trader Joe's,TRADER JOE S #302,51.11,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/18/24,King Soopers,KING SOOPERS #5124,127.1,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/18/24,Amazon,AMAZON MKTPL*RU4BZ0UD2,36.31,Debit,Shopping,Shopping,Chase Freedom,,,false
8/18/24,King Soopers,KING SOOPERS #0724 FUEL,54.13,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
8/17/24,Amazon,Amazon.com*RU18T6DS2,17.67,Debit,Shopping,Shopping,Chase Freedom,,,false
8/17/24,Denver Pay by,DENVER PAY BY PHONE ME,2,Debit,Bills & Utilities,Bills & Utilities,Chase Freedom,,,false
8/17/24,Denver Pay by,DENVER PAY BY PHONE ME,0.5,Debit,Bills & Utilities,Bills & Utilities,Chase Freedom,,,false
8/17/24,Sunbutter Direct,SUNBUTTER DIRECT,81.98,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
8/17/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
8/17/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
8/16/24,Online Deposit,Online deposit,2.2,Debit,Transfer,Transfer,Chase Freedom,,,false
8/16/24,Honey Hill Cafe,SQ *HONEY HILL CAFE,4.32,Debit,Food & Dining,Food & Dining,Chase Freedom,,,false
8/16/24,Online Deposit,Online deposit,2.2,Credit,Transfer,Credit Card Payment,Chase Freedom,,,false
8/16/24,Honey Hill Cafe,SQ *HONEY HILL CAFE,16.33,Debit,Food & Dining,Food & Dining,Chase Freedom,,,false
8/16/24,Safeway,SAFEWAY #2246,22.84,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/16/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,113,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
8/16/24,Little Finch Blake,TST* LITTLE FINCH - BLAKE,7.93,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
8/15/24,Sagebrush Bbq & Gril,TST* SAGEBRUSH BBQ & GRIL,47.15,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
8/15/24,Advance Auto Parts,ADVANCE AUTO PARTS #1089,27.18,Debit,Auto & Transport,Service & Parts,Chase Sapphire Preferred,,,false
8/15/24,Trader Joe's,TRADER JOE S #302,16.95,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/14/24,Grand Lake Chocolate,GRAND LAKE CHOCOLATE,12.92,Debit,Food & Dining,Food & Dining,Chase Sapphire Preferred,,,false
8/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
8/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
8/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
8/13/24,Grand Lake Chocolate,GRAND LAKE CHOCOLATE,19.64,Debit,Food & Dining,Food & Dining,Chase Sapphire Preferred,,,false
8/13/24,Py Gifts Unlimited Inc,PY *GIFTS UNLIMITED INC,8.2,Debit,Shopping,Shopping,Chase Sapphire Preferred,,,false
8/12/24,King Soopers,KING SOOPERS #0724 FUEL,24.86,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
8/12/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
8/12/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
8/12/24,King Soopers,KING SOOPERS #5124,78.27,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/12/24,Safeway,SAFEWAY #2246,24.96,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/12/24,Trader Joe's,TRADER JOE S #300,60.08,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,74.9,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
8/11/24,King Soopers,KING SOOPERS #0029,11.82,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
8/11/24,Amazon,AMAZON MKTPL*RM82J5VO0,17.65,Debit,Shopping,Shopping,Chase Freedom,,,false
8/11/24,Cityofdenverwast,CITYOFDENVERWAST,39,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
8/10/24,EyeBuyDirect,EYEBUYDIRECT,41.83,Debit,Health & Fitness,Eyecare,Chase Freedom,,,false
8/10/24,Safeway,SAFEWAY #2246,43.05,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
8/10/24,Amazon,AMAZON MKTPL*RM76D6H42,97.18,Debit,Shopping,Shopping,Chase Freedom,,,false
8/9/24,Trader Joe's,TRADER JOE S #300,41.99,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
8/9/24,VSP Vision Care,VSP 800-785-0699,44.22,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
8/8/24,King Soopers,KING SOOPERS #5124,50.52,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/8/24,Cafe Miriam,SQ *CAFE MIRIAM,6.87,Debit,Food & Dining,Food & Dining,Chase Freedom,,,false
8/8/24,King Soopers,KING SOOPERS #0724 FUEL,49.23,Debit,Auto & Transport,Gas,Chase Freedom,,,false
8/7/24,Chipotle,CHIPOTLE 0581,43.01,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
8/7/24,City and County of Broom,CITY AND COUNTY OF BROOM,32,Debit,Bills & Utilities,Utilities,Chase Sapphire Preferred,,,false
8/7/24,Dunkin' & Baskin-Robbins,DD/BR #340588 Q35,10.54,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
8/6/24,Jetbox,JFK JETBOX DD B20 6356175,4.77,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
8/6/24,Shake Shack,JFK SHAKESHACK B236352379,14.89,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
8/6/24,Delta Airlines,DELTA AIR   Baggage Fee,35,Debit,Travel,Air Travel,Chase Sapphire Preferred,,,false
8/6/24,Pez Candy,PEZ CANDY,1.56,Debit,Gifts & Donations,Gift,Chase Sapphire Preferred,,,false
8/6/24,Pez Candy,PEZ CANDY,15,Debit,Gifts & Donations,Gift,Chase Sapphire Preferred,,,false
8/6/24,Southwes,SOUTHWES    5262547275574,468.98,Credit,Travel,Air Travel,Chase Freedom,,,false
8/6/24,Southwest Airlines,SOUTHWES    XXXXXXXXX5574,468.98,Debit,Travel,Air Travel,Chase Freedom,,,false
8/6/24,Southwest Airlines,SOUTHWES    XXXXXXXXX5986,262.98,Debit,Travel,Air Travel,Chase Freedom,,,false
8/6/24,Sophie Cafe,SQ *SOPHIE CAFE,14.3,Debit,Personal Care,Kyle,Chase Sapphire Preferred,,,false
8/5/24,The Marketplace at Guilf,THE MARKETPLACE AT GUILF,24.78,Debit,Personal Care,Kyle,Chase Sapphire Preferred,,,false
8/5/24,Dunkin',DUNKIN #330433 Q35,14.88,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
8/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
8/5/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,115.93,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
8/5/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
8/5/24,Discover Bank Dc Finout Finoutcr Prearrange,External Deposit - DISCOVER BANK DC FINOUT FINOUTCR - PREARRANGE  001*XXXXXX0483,6500,Credit,Income,Income,6554 * Member Advantage Checking,,DISCOVER BANK DC FINOUT FINOUTCR - PREARRANGE  001*XXXXXX0483,false
8/3/24,Freeprints,FREEPRINTS,8.98,Debit,Shopping,Shopping,Chase Sapphire Preferred,,,false
8/2/24,McDonald's,MCDONALD'S F13570,8.23,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
8/2/24,Delta Airlines,DELTA AIR   Baggage Fee,35,Debit,Travel,Air Travel,Chase Sapphire Preferred,,,false
8/2/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,1125.93,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
8/1/24,Trader Joe's,TRADER JOE S #300,86.03,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/1/24,12th Avenue Ace,12TH AVENUE ACE,9.78,Debit,Home,Home Improvement,Chase Sapphire Preferred,,,false
8/1/24,Z Cycle Shop,LS Z CYCLE SHOP,14.3,Debit,Personal Care,Kyle,Chase Sapphire Preferred,,,false
8/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
8/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
8/1/24,King Soopers,KING SOOPERS #5124,178.67,Debit,Food & Dining,Groceries,Chase Freedom,,,false
8/1/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,1125.93,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
8/1/24,Conoco,CONOCO - BASA CONOCO,60.34,Debit,Auto & Transport,Gas,Chase Freedom,,,false
8/1/24,Apple Credit Card,External Withdrawal - APPLECARD GSBANK  - PAYMENT,9.1,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,APPLECARD GSBANK  - PAYMENT ,false
7/31/24,Cigna,CIGNA 877 484 5967,37.01,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
7/30/24,Birdcall Points,BIRDCALL 5 POINTS,23.11,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
7/29/24,Pinwheel Coffee,SQ *PINWHEEL COFFEE,6.94,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
7/29/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
7/29/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
7/28/24,Amazon Market,AMAZON MKTPL*RV70L8572,14.24,Debit,Shopping,Shopping,Chase Freedom,,,false
7/28/24,Act Denver Parks,ACT*Denver Parks &,15.38,Debit,Kids,Kids Activities,Chase Sapphire Preferred,,,false
7/27/24,Trader Joe's,TRADER JOE S #300,117.22,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/27/24,King Soopers,KING SOOPERS #5124,181.29,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/27/24,Act Denver Parks,ACT*Denver Parks &,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
7/27/24,Interest Income,Dividend/Interest,1.57,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
7/27/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
7/26/24,Cityofdenveronline,CITYOFDENVERONLINE,1755.01,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
7/26/24,Amazon,Amazon.com*RV1P81AX2,10.94,Debit,Shopping,Shopping,Chase Freedom,,,false
7/25/24,Peacock TV,Peacock 39D62 Premium,8.69,Debit,Bills & Utilities,Television,Chase Freedom,,,false
7/24/24,Amazon Market,AMAZON MKTPL*RJ31P87U2,18.78,Debit,Shopping,Shopping,Chase Freedom,,,false
7/24/24,Prime Video,Prime Video *RJ13K3YD0,1.14,Debit,Bills & Utilities,Television,Chase Freedom,,,false
7/24/24,Safeway,SAFEWAY #2246,13.33,Debit,Food & Dining,Groceries,Chase Freedom,,,false
